Paper #,Experiment #,Effect #,Internal replication #,Effect description,Expected difference based on the original paper?,Observed difference in replication?,Original sample size,Replication sample size,Was a statistical test reported in the original paper?,What statistical test was reported?,Statistical test applied to original data,Original test statistic type,Original test statistic value,Original df1,Original df2,Original p value,Replication statistical test,Replication test statistic type,Replication test statistic value,Replication df1,Replication df2,Replication p value,Was original data representative?,Original point difference (for representative data),Replication raw difference (if original reported representative data),Replication raw difference type (mean or median),Replication raw diference standard error,Replication raw difference lower CI,Replication raw difference upper CI,Effect size type,Original effect size,Original standard error,Original lower CI,Original upper CI,Replication effect size,Replication standard error,Replication lower CI,Replication upper CI,Meta-analysis effect size,Meta-analysis lower CI,Meta-analysis upper CI,Meta-analysis p value,Observed difference in replication? (SMD),Statistical test applied to original data (SMD),Original test statistic type (SMD),Original test statistic value (SMD),Original df1 (SMD),Original df2 (SMD),Original p value (SMD),Replication statistical test (SMD),Replication test statistic type (SMD),Replication test statistic value (SMD),Replication df1 (SMD),Replication df2 (SMD),Replication p value (SMD),Replication raw difference (if original reported representative data) (SMD),Replication raw difference type (mean or median) (SMD),Replication raw diference standard error (SMD),Replication raw difference lower CI (SMD),Replication raw difference upper CI (SMD),Effect size type (SMD),Original effect size (SMD),Original standard error (SMD),Original lower CI (SMD),Original upper CI (SMD),Replication effect size (SMD),Replication standard error (SMD),Replication lower CI (SMD),Replication upper CI (SMD),Meta-analysis effect size (SMD),Meta-analysis lower CI (SMD),Meta-analysis upper CI (SMD),Meta-analysis p value (SMD),Notes
9,1,2,1,CD24 expression between TOP-GFPlow vs TOP-GFPhigh (450 culture),Positive,Positive,unknown,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original study reported representive data from an unknown number independent experiments.
9,1,2,2,CD24 expression between TOP-GFPlow vs TOP-GFPhigh (CSC1 culture),Positive,Positive,unknown,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original study reported representive data from an unknown number independent experiments.
9,1,2,3,CD24 expression between TOP-GFPlow vs TOP-GFPhigh (Co100 culture),Positive,Null,unknown,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original study reported representive data from an unknown number independent experiments.
9,1,3,1,CD29 expression between TOP-GFPlow vs TOP-GFPhigh (450 culture),Positive,Positive,unknown,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original study reported representive data from an unknown number independent experiments.
9,1,3,2,CD29 expression between TOP-GFPlow vs TOP-GFPhigh (CSC1 culture),Positive,Positive,unknown,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original study reported representive data from an unknown number independent experiments.
9,1,3,3,CD29 expression between TOP-GFPlow vs TOP-GFPhigh (Co100 culture),Positive,Positive,unknown,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original study reported representive data from an unknown number independent experiments.
9,1,4,1,CD44 expression between TOP-GFPlow vs TOP-GFPhigh (450 culture),Positive,Negative,unknown,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original study reported representive data from an unknown number independent experiments.
9,1,4,2,CD44 expression between TOP-GFPlow vs TOP-GFPhigh (CSC1 culture),Positive,Negative,unknown,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original study reported representive data from an unknown number independent experiments.
9,1,4,3,CD44 expression between TOP-GFPlow vs TOP-GFPhigh (Co100 culture),Positive,Negative,unknown,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original study reported representive data from an unknown number independent experiments.
9,1,5,1,CD166 expression between TOP-GFPlow vs TOP-GFPhigh (450 culture),Positive,Null,unknown,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original study reported representive data from an unknown number independent experiments.
9,1,5,2,CD166 expression between TOP-GFPlow vs TOP-GFPhigh (CSC1 culture),Positive,Positive,unknown,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original study reported representive data from an unknown number independent experiments.
9,1,5,3,CD166 expression between TOP-GFPlow vs TOP-GFPhigh (Co100 culture),Positive,Positive,unknown,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original study reported representive data from an unknown number independent experiments.
9,2,1,1,Clonogenic frequency between TOP-GFPlow vs TOP-GFPhigh (450 culture),Positive,Positive,18,18,No,NA,Chi-square test,chi-squared,173.4734,NA,1,1.29E-39,Chi-square test,chi-squared,39.7963,NA,1,2.82E-10,No,NA,NA,NA,NA,NA,NA,Cohen's w,0.9505299,0.0727393,0.9347403,0.962573,0.4552718,0.0727393,0.335279,0.5607297,0.586604,0.5378953,0.6314089,2.49E-76,Positive,Student's t test,t,4.107667,NA,16,8.23E-04,Student's t test,t,3.503404,NA,16,2.94E-03,NA,NA,NA,NA,NA,Cohen's d,1.936373,0.6179156,0.7779388,3.05504,1.65152,0.5881236,0.5485481,2.717153,1.296639,0.7456893,1.847588,3.97E-06,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis"
9,2,1,2,Clonogenic frequency between TOP-GFPlow vs TOP-GFPhigh (CSC1 culture),Positive,Positive,18,18,No,NA,Chi-square test,chi-squared,173.4734,NA,1,1.29E-39,Chi-square test,chi-squared,4.818626,NA,1,0.02815377,No,NA,NA,NA,NA,NA,NA,Cohen's w,0.9505299,0.0727393,0.9347403,0.962573,0.1584204,0.0727393,0.01719788,0.29344561,0.586604,0.5378953,0.6314089,2.49E-76,Null-positive,Student's t test,t,4.107667,NA,16,8.23E-04,Student's t test,t,1.774349,NA,16,0.09503275,NA,NA,NA,NA,NA,Cohen's d,1.936373,0.6179156,0.7779388,3.05504,0.8364359,0.5240193,-0.1430182,1.792225,1.296639,0.7456893,1.847588,3.97E-06,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis"
9,2,1,3,Clonogenic frequency between TOP-GFPlow vs TOP-GFPhigh (Co100 culture),Positive,Positive,18,18,No,NA,Chi-square test,chi-squared,173.4734,NA,1,1.29E-39,Chi-square test,chi-squared,7.593042,NA,1,0.005859398,No,NA,NA,NA,NA,NA,NA,Cohen's w,0.9505299,0.0727393,0.9347403,0.962573,0.1988645,0.0727393,0.05891533,0.33114741,0.586604,0.5378953,0.6314089,2.49E-76,Positive,Student's t test,t,4.107667,NA,16,8.23E-04,Student's t test,t,2.129618,NA,16,0.04907748,NA,NA,NA,NA,NA,Cohen's d,1.936373,0.6179156,0.7779388,3.05504,1.003911,0.5342582,0.003981796,1.976484,1.296639,0.7456893,1.847588,3.97E-06,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis"
9,2,2,1,Clonogenic frequency between TOP-GFPlow vs TOP-GFPlow + HGF (450 culture),Positive,Null-positive,18,18,No,NA,Chi-square test,chi-squared,114.1497,NA,1,1.21E-26,Chi-square test,chi-squared,1.485805,NA,1,0.2228685,No,NA,NA,NA,NA,NA,NA,Cohen's w,0.7710575,0.0727393,0.7066017,0.8228232,0.08796912,0.0727393,-0.0543158,0.2267527,0.339895,0.2753935,0.4013499,2.19E-22,Null-positive,Student's t test,t,3.837212,NA,16,1.45E-03,Student's t test,t,1.098149,NA,16,0.2883907,NA,NA,NA,NA,NA,Cohen's d,1.808879,0.6041794,0.6759369,2.903011,0.5176725,0.5093342,-0.4309751,1.450844,0.8528067,0.3269738,1.37864,0.001479319,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis"
9,2,2,2,Clonogenic frequency between TOP-GFPlow vs TOP-GFPlow + HGF (CSC1 culture),Positive,Null-positive,18,18,No,NA,Chi-square test,chi-squared,114.1497,NA,1,1.21E-26,Chi-square test,chi-squared,0.3366798,NA,1,0.561752,No,NA,NA,NA,NA,NA,NA,Cohen's w,0.7710575,0.0727393,0.7066017,0.8228232,0.0418753,0.0727393,-0.1003279,0.182402,0.339895,0.2753935,0.4013499,2.19E-22,Null-positive,Student's t test,t,3.837212,NA,16,1.45E-03,Student's t test,t,0.486169,NA,16,0.6334389,NA,NA,NA,NA,NA,Cohen's d,1.808879,0.6041794,0.6759369,2.903011,0.2291823,0.5018432,-0.7016305,1.152944,0.8528067,0.3269738,1.37864,0.001479319,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis"
9,2,2,3,Clonogenic frequency between TOP-GFPlow vs TOP-GFPlow + HGF (Co100 culture),Positive,Positive,18,18,No,NA,Chi-square test,chi-squared,114.1497,NA,1,1.21E-26,Chi-square test,chi-squared,12.67904,NA,1,0.0003697778,No,NA,NA,NA,NA,NA,NA,Cohen's w,0.7710575,0.0727393,0.7066017,0.8228232,0.256976,0.0727393,0.1197244,0.3845891,0.339895,0.2753935,0.4013499,2.19E-22,Positive,Student's t test,t,3.837212,NA,16,1.45E-03,Student's t test,t,2.541358,NA,16,0.02178034,NA,NA,NA,NA,NA,Cohen's d,1.808879,0.6041794,0.6759369,2.903011,1.198008,0.5481396,0.1709642,2.193992,0.8528067,0.3269738,1.37864,0.001479319,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis"
9,2,3,1,Clonogenic frequency between TOP-GFPlow vs TOP-GFPlow + MFCM (450 culture),Positive,Null-positive,18,18,No,NA,Chi-square test,chi-squared,101.8046,NA,1,6.13E-24,Chi-square test,chi-squared,1.959781,NA,1,0.1615367,No,NA,NA,NA,NA,NA,NA,Cohen's w,0.7281706,0.0727393,0.6539994,0.7884753,0.1010307,0.0727393,-0.0411666,0.2392165,0.3763132,0.3135471,0.4358053,1.41E-27,Null-positive,Student's t test,t,3.827803,NA,16,1.48E-03,Student's t test,t,1.160366,NA,16,0.2629216,NA,NA,NA,NA,NA,Cohen's d,1.804444,0.603713,0.6723695,2.897745,0.5470018,0.5104108,-0.4040087,1.481726,1.103265,0.5646868,1.641843,5.95E-05,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis"
9,2,3,2,Clonogenic frequency between TOP-GFPlow vs TOP-GFPlow + MFCM (CSC1 culture),Positive,Positive,18,18,No,NA,Chi-square test,chi-squared,101.8046,NA,1,6.13E-24,Chi-square test,chi-squared,4.181534,NA,1,0.04086671,No,NA,NA,NA,NA,NA,NA,Cohen's w,0.7281706,0.0727393,0.6539994,0.7884753,0.1475765,0.0727393,0.006095581,0.283265095,0.3763132,0.3135471,0.4358053,1.41E-27,Null-positive,Student's t test,t,3.827803,NA,16,1.48E-03,Student's t test,t,1.689046,NA,16,0.1105999,NA,NA,NA,NA,NA,Cohen's d,1.804444,0.603713,0.6723695,2.897745,0.7962237,0.5218123,-0.1787391,1.748474,1.103265,0.5646868,1.641843,5.95E-05,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis"
9,2,3,3,Clonogenic frequency between TOP-GFPlow vs TOP-GFPlow + MFCM (Co100 culture),Positive,Positive,18,18,No,NA,Chi-square test,chi-squared,101.8046,NA,1,6.13E-24,Chi-square test,chi-squared,28.74343,NA,1,8.26E-08,No,NA,NA,NA,NA,NA,NA,Cohen's w,0.7281706,0.0727393,0.6539994,0.7884753,0.3869178,0.0727393,0.2595293,0.501072,0.3763132,0.3135471,0.4358053,1.41E-27,Positive,Student's t test,t,3.827803,NA,16,1.48E-03,Student's t test,t,3.290811,NA,16,4.61E-03,NA,NA,NA,NA,NA,Cohen's d,1.804444,0.603713,0.6723695,2.897745,1.551303,0.5784505,0.4665006,2.599882,1.103265,0.5646868,1.641843,5.95E-05,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis"
9,2,4,1,Clonogenic frequency between TOP-GFPlow + HGF vs TOP-GFPlow + HGF + PHA (450 culture),Positive,Null-positive,18,18,No,NA,Chi-square test,chi-squared,153.1947,NA,1,3.47E-35,Chi-square test,chi-squared,0.3763904,NA,1,0.5395414,No,NA,NA,NA,NA,NA,NA,Cohen's w,0.8932464,0.0727393,0.8604814,0.9186533,0.04427603,0.0727393,-0.09794637,0.18472612,0.4806511,0.4239907,0.5335636,4.96E-47,Null-positive,Student's t test,t,3.849805,NA,16,1.42E-03,Student's t test,t,0.5812176,NA,16,0.5691919,NA,NA,NA,NA,NA,Cohen's d,1.814815,0.604805,0.6807097,2.910062,0.2739886,0.5026322,-0.6589354,1.198508,0.8144881,0.2927061,1.33627,0.00221742,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis"
9,2,4,2,Clonogenic frequency between TOP-GFPlow + HGF vs TOP-GFPlow + HGF + PHA (CSC1 culture),Positive,Positive,18,18,No,NA,Chi-square test,chi-squared,153.1947,NA,1,3.47E-35,Chi-square test,chi-squared,33.95346,NA,1,5.64E-09,No,NA,NA,NA,NA,NA,NA,Cohen's w,0.8932464,0.0727393,0.8604814,0.9186533,0.4205246,0.0727393,0.2965775,0.5305394,0.4806511,0.4239907,0.5335636,4.96E-47,Null-positive,Student's t test,t,3.849805,NA,16,1.42E-03,Student's t test,t,1.27164,NA,16,2.22E-01,NA,NA,NA,NA,NA,Cohen's d,1.814815,0.604805,0.6807097,2.910062,0.5994567,0.5124776,-0.3560243,1.537228,0.8144881,0.2927061,1.33627,0.00221742,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis"
9,2,4,3,Clonogenic frequency between TOP-GFPlow + HGF vs TOP-GFPlow + HGF + PHA (Co100 culture),Positive,Positive,18,18,No,NA,Chi-square test,chi-squared,153.1947,NA,1,3.47E-35,Chi-square test,chi-squared,5.129223,NA,1,0.02352626,No,NA,NA,NA,NA,NA,NA,Cohen's w,0.8932464,0.0727393,0.8604814,0.9186533,0.1634463,0.0727393,0.02235546,0.29815375,0.4806511,0.4239907,0.5335636,4.96E-47,Null-positive,Student's t test,t,3.849805,NA,16,1.42E-03,Student's t test,t,1.859094,NA,16,0.08150512,NA,NA,NA,NA,NA,Cohen's d,1.814815,0.604805,0.6807097,2.910062,0.8763851,0.5263096,-0.1076967,1.83588,0.8144881,0.2927061,1.33627,0.00221742,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis"
9,2,5,1,Clonogenic frequency between TOP-GFPlow + MFCM vs TOP-GFPlow + MFCM + PHA (450 culture),Positive,Positive,18,18,No,NA,Chi-square test,chi-squared,185.8525,NA,1,2.56E-42,Chi-square test,chi-squared,60.99928,NA,1,5.71E-15,No,NA,NA,NA,NA,NA,NA,Cohen's w,0.9838607,0.0727393,0.9785927,0.9878403,0.5636529,0.0727393,0.4586533,0.6531297,0.7481509,0.7150583,0.777898,2.60E-156,Null-positive,Student's t test,t,3.093882,NA,16,6.97E-03,Student's t test,t,0.9868876,NA,16,3.38E-01,NA,NA,NA,NA,NA,Cohen's d,1.45847,0.5698966,0.3898237,2.492059,0.4652233,0.5075519,-0.4794464,1.39589,0.9694525,0.4421454,1.49676,0.0003140963,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis"
9,2,5,2,Clonogenic frequency between TOP-GFPlow + MFCM vs TOP-GFPlow + MFCM + PHA (CSC1 culture),Positive,Positive,18,18,No,NA,Chi-square test,chi-squared,185.8525,NA,1,2.56E-42,Chi-square test,chi-squared,43.54637,NA,1,4.14E-11,No,NA,NA,NA,NA,NA,NA,Cohen's w,0.9838607,0.0727393,0.9785927,0.9878403,0.4762394,0.0727393,0.3588305,0.5788129,0.7481509,0.7150583,0.777898,2.60E-156,Null-positive,Student's t test,t,3.093882,NA,16,6.97E-03,Student's t test,t,1.533779,NA,16,1.45E-01,NA,NA,NA,NA,NA,Cohen's d,1.45847,0.5698966,0.3898237,2.492059,0.7230303,0.5180528,-0.2441951,1.66934,0.9694525,0.4421454,1.49676,0.0003140963,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis"
9,2,5,3,Clonogenic frequency between TOP-GFPlow + MFCM vs TOP-GFPlow + MFCM + PHA (Co100 culture),Positive,Positive,18,18,No,NA,Chi-square test,chi-squared,185.8525,NA,1,2.56E-42,Chi-square test,chi-squared,17.63768,NA,1,2.67E-05,No,NA,NA,NA,NA,NA,NA,Cohen's w,0.9838607,0.0727393,0.9785927,0.9878403,0.3030889,0.0727393,0.1687222,0.4263963,0.7481509,0.7150583,0.777898,2.60E-156,Positive,Student's t test,t,3.093882,NA,16,6.97E-03,Student's t test,t,2.98532,NA,16,8.74E-03,NA,NA,NA,NA,NA,Cohen's d,1.45847,0.5698966,0.3898237,2.492059,1.407293,0.5653548,0.3472648,2.432964,0.9694525,0.4421454,1.49676,0.0003140963,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis"
9,2,6,1,Clonogenic frequency between TOP-GFPwhole vs TOP-GFPwhole + PHA (450 culture),Null,Negative,18,18,No,NA,Chi-square test,chi-squared,0.2123054,NA,1,0.6449664,Chi-square test,chi-squared,68.26947,NA,1,1.43E-16,No,NA,NA,NA,NA,NA,NA,Cohen's w,0.03325293,0.0727393,-0.108868,0.1740417,-0.5962971,0.0727393,-0.6804479,-0.496624,-0.0690953,-0.139571734,0.002077624,0.0570616,Negative,Student's t test,t,0.3204523,NA,16,0.7527726,Student's t test,t,-3.122543,NA,16,6.56E-03,NA,NA,NA,NA,NA,Cohen's d,0.1510626,0.5008016,-0.776664,1.074123,-1.471981,0.5711165,-2.507701,-0.4010245,-0.2702242,-0.8164442,0.2759958,0.3322324,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis"
9,2,6,2,Clonogenic frequency between TOP-GFPwhole vs TOP-GFPwhole + PHA (CSC1 culture),Null,Positive,18,18,No,NA,Chi-square test,chi-squared,0.2123054,NA,1,0.6449664,Chi-square test,chi-squared,72.18652,NA,1,1.96E-17,No,NA,NA,NA,NA,NA,NA,Cohen's w,0.03325293,0.0727393,-0.108868,0.1740417,0.6131651,0.0727393,0.516395,0.6944728,-0.0690953,-0.139571734,0.002077624,0.0570616,Positive,Student's t test,t,0.3204523,NA,16,0.7527726,Student's t test,t,3.805099,NA,16,1.56E-03,NA,NA,NA,NA,NA,Cohen's d,0.1510626,0.5008016,-0.776664,1.074123,1.793741,0.6025906,0.6637555,2.885044,-0.2702242,-0.8164442,0.2759958,0.3322324,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis"
9,2,6,3,Clonogenic frequency between TOP-GFPwhole vs TOP-GFPwhole + PHA (Co100 culture),Null,Negative,18,18,No,NA,Chi-square test,chi-squared,0.2123054,NA,1,0.6449664,Chi-square test,chi-squared,20.21936,NA,1,6.91E-06,No,NA,NA,NA,NA,NA,NA,Cohen's w,0.03325293,0.0727393,-0.108868,0.1740417,-0.3245137,0.0727393,-0.445643,-0.1917155,-0.0690953,-0.139571734,0.002077624,0.0570616,Negative,Student's t test,t,0.3204523,NA,16,0.7527726,Student's t test,t,-3.116955,NA,16,6.64E-03,NA,NA,NA,NA,NA,Cohen's d,0.1510626,0.5008016,-0.776664,1.074123,-1.469347,0.570878,-2.504651,-0.3988421,-0.2702242,-0.8164442,0.2759958,0.3322324,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis"
9,3,1,1,Tumorigenicity frequency between TOP-GFPlow vs TOP-GFPhigh (450 culture),Positive,Null-negative,7,8,No,NA,Chi-square test,chi-squared,65.15276,NA,1,6.93E-16,Chi-square test,chi-squared,0.08382449,NA,1,0.77218,No,NA,NA,NA,NA,NA,NA,Cohen's w,0.999,0.1601282,0.9981275,0.9994661,-0.0511812,0.1856953,-0.3928639,0.3029188,0.9736289,0.9579173,0.983524,8.05E-71,Null-negative,Student's t test,t,1.40408,NA,5,2.19E-01,Student's t test,t,-0.2262741,NA,6,0.8284997,NA,NA,NA,NA,NA,Cohen's d,1.072384,0.9887708,-0.601404,2.659692,-0.16,0.8182366,-1.542252,1.235199,0.340914,-0.8946131,1.576441,0.588642,effect size recalculated for meta-analysis
9,3,2,1,Tumorigenicity frequency between TOP-GFPlow vs TOP-GFPlow + MFCM (450 culture),Positive,Null-positive,8,8,No,NA,Chi-square test,chi-squared,25.99691,NA,1,3.42E-07,Chi-square test,chi-squared,3.316521,NA,1,0.06858681,No,NA,NA,NA,NA,NA,NA,Cohen's w,0.7359363,0.1490712,0.5712537,0.8436579,0.3219337,0.1856953,-0.03014416,0.60294343,0.6065104,0.4426657,0.7311639,1.44E-09,Null-positive,Student's t test,t,1.594092,NA,6,1.62E-01,Student's t test,t,1.158437,NA,6,0.2907067,NA,NA,NA,NA,NA,Cohen's d,1.127193,0.8987995,-0.4301383,2.609106,0.8191387,0.8609419,-0.6688381,2.247284,0.9665418,-0.252028,2.185112,0.1200417,effect size recalculated for meta-analysis
12,2,1,1,IC50 values of A375 cells vs HT29/OUMS-23 cells,Positive,Positive,unknown,6,No,NA,NA,NA,NA,NA,NA,NA,Student's t test,t,5.898979,NA,4,0.004131484,Yes,1.583892,1.91693,Mean,0.3249597,1.014698,2.819163,Cohen's d,NA,NA,NA,NA,4.816496,2.312951,1.214733,8.364609,NA,NA,NA,NA,Positive,NA,NA,NA,NA,NA,NA,Student's t test,t,5.898979,NA,4,0.004131484,1.91693,Mean,0.3249597,1.014698,2.819163,Cohen's d,NA,NA,NA,NA,4.816496,2.312951,1.214733,8.364609,NA,NA,NA,NA,
12,2,2,1,IC50 values of A375 cells vs RPMI-7951 cells,Positive,Positive,unknown,6,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1.678738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12,3,1,1,pMEK levels in RPMI-7951 cells treated with MAP3K8 inhibitor (20 uM) compared to DMSO (mu=1),Positive,Negative,unknown,8,No,NA,NA,NA,NA,NA,NA,NA,one-sample t test,t,-2.828762,NA,7,0.02545134,Yes,0.64,-0.4517258,Mean,0.1596903,-0.82933334,-0.07411827,Cohen's d,NA,NA,NA,NA,-1.000118,0.4330298,-1.8405397,-0.1155457,NA,NA,NA,NA,Negative,NA,NA,NA,NA,NA,NA,one-sample t test,t,-2.828762,NA,7,0.02545134,-0.4517258,Mean,0.1596903,-0.82933334,-0.07411827,Cohen's d,NA,NA,NA,NA,-1.000118,0.4330298,-1.8405397,-0.1155457,NA,NA,NA,NA,
